sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,NAPMPI,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,NAPMEI,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,NAPM,NAPMNOI,NAPMSDI,NAPMII,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,AMBSL,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXMMTH,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,PPIFGS,PPIFCG,PPIITM,PPICRM,OILPRICEx,PPICMM,NAPMPRI,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUUR0000SAD,CUSR0000SAS,CPIULFSL,CUUR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,MZMSL,DTCOLNVHFNM,DTCTHFNM,INVEST,VXOCLSx
8/1/1969,3788.9,3497.9,28.936,374481.789,30452.95691,40.4807,41.024,39.714,53.2003,42.6664,58.0798,17.1497,38.8938,23.1995,61.464,37.9253,44.1773,53.7265,54.1,86.898,76,0.026610644,81106,78250,3.5,7.9,1637,865,373,241,132,199056.6287,71006,23111,608.9,3654,18767,11555,7212,47895,13935,3361.3,7343,3435,12373,40.3,3.5,40.6,51.2,1358,189,382,510,279,1317,198,299,507,313,54.8,51.5,70.3,50.9,,28094.59081,8276.772106,104865.9861,161233.4141,1.611655629,201.7,580.1,1572.1,61.004,27.008,25789,103.3067,67.5101,121.6115,0.149620448,94.18,103.4,3.33757698,15.80595954,9.19,8.33,6.98,7.19,7.54,7.03,6.69,6.97,7.86,-0.86,-2.21,-2,-1.65,-2.16,-2.5,-2.22,-1.33,,4.3051,359.5829,2.3853,1.0782,38.2,38.1,34.2,34.4,3.35,46.2,84.4,36.9,57,35.7,32.2,40.1,42.3,32.7,37,38.6,37.2,21.452,59.184,24.273,16.207,3.32,4.34,3.1,86.4,466.2,9365,27246,111.0254,16.5904
9/1/1969,3797.4,3506,28.973,376289.206,30871.92488,40.4716,40.9424,39.6253,52.797,42.2476,57.6955,17.3195,38.9955,23.2593,61.7941,37.8737,43.3643,53.7781,54.8,86.4538,80,0.02631579,81290,78250,3.7,8,1693,963,391,243,148,194556.567,70917,22988,612.7,3676,18620,11438,7182,47929,13951,3366.6,7348.9,3438,12379,40.3,3.6,40.6,50.3,1507,145,389,624,349,1263,199,286,456,322,54.1,50.4,68.9,49.4,,29184.66582,9170.644847,105748.2468,162490.082,1.611655629,202.1,582.1,1569,61.126,27.002,25922,103.8176,67.7711,122.1602,0.149340098,94.51,104,3.332980637,15.83594972,9.15,8.48,7.09,7.32,7.82,7.57,7.16,7.14,8.05,-0.67,-2.06,-1.83,-1.33,-1.58,-1.99,-2.01,-1.1,,4.2983,358.3202,2.384,1.0784,38.3,38.2,34.2,34.4,3.35,47.9,83.2,37.1,57.4,35.6,32.5,40.2,42.2,33,37.2,38.8,37.4,21.541,59.202,24.39,16.285,3.35,4.39,3.12,,466.7,9322,27304,111.0354,16.8924
10/1/1969,3807.1,3513.9,29.122,380641.669,31210.003,40.4835,40.9726,39.6252,52.8194,42.476,57.5951,17.3691,38.9878,23.2056,61.6694,37.912,43.7051,54.4615,53.2,86.2175,79,0.025910135,81494,78445,3.7,7.6,1814,853,374,238,136,199134.3237,71120,22976,614,3672,18613,11433,7180,48144,14002,3377.2,7386.1,3448,12430,40.1,3.5,40.5,51.3,1381,178,298,565,340,1216,198,289,413,316,54.6,51.9,66.8,54.2,,28443.52768,7800.117672,105630.93,163629.8505,1.590993378,202.9,583.4,1564.1,61.362,27.353,26203,104.3372,68.0342,122.6928,0.149098068,95.52,105.1,3.301224874,15.93995466,9,8.56,7,7.29,7.64,7.51,7.1,7.33,8.22,-0.44,-2,-1.71,-1.36,-1.49,-1.9,-1.67,-0.78,,4.305,358.2817,2.3902,1.078,38.5,38.5,34.4,34.8,3.35,48.3,85.3,37.3,57.6,35.9,32.3,40.4,42.8,33.1,37.3,38.9,37.6,21.615,59.455,24.412,16.366,3.36,4.42,3.13,,466.4,9427,27441,110.1392,15.1755
11/1/1969,3808.7,3515.5,29.089,375371.611,31184.07677,40.1019,40.4786,39.0782,52.3602,40.7306,57.9119,16.9712,38.7827,22.8437,61.6548,37.5173,43.9352,55.7963,51.2,85.0017,77,0.026960784,81397,78541,3.5,8,1580,888,392,246,146,206282.9456,71087,22840,612.1,3683,18467,11271,7196,48247,14048,3389.1,7406.9,3459,12448,40.2,3.5,40.5,50.4,1229,162,254,497,317,1191,178,276,442,295,53.2,50.6,64.1,55.6,,27813.37215,8046.020082,105450.6626,164272.7969,1.621986755,203.6,585.4,1561.1,61.865,27.744,26541,105.1854,68.2572,123.1053,0.148893687,96.21,105.9,3.281020684,16.00565596,8.85,8.46,7.24,7.62,7.89,7.53,7.14,7.35,8.25,-0.39,-1.61,-1.23,-0.96,-1.32,-1.71,-1.5,-0.6,,4.3256,357.769,2.3963,1.076,38.8,38.8,34.6,35.2,3.35,48.7,81.8,37.5,57.9,36,32.5,40.6,42.9,33.3,37.5,39.1,37.8,21.708,59.558,24.549,16.434,3.38,4.45,3.14,79.7,466.9,9431,27575,111.4671,14.1009
12/1/1969,3815.6,3520.6,29.063,374679.527,31470.30241,39.9942,40.462,39.0157,52.4307,40.4915,58.1653,16.9082,38.5552,22.4699,61.9636,37.3165,44.3939,54.6647,50.3,84.2325,75,0.026005548,81624,78740,3.5,8,1585,883,413,281,132,219115.6537,71240,22884,612.7,3707,18485,11291,7194,48356,14077,3401.6,7424.7,3472,12477,40.3,3.4,40.6,49.6,1327,171,278,556,322,1155,184,271,409,291,52,48,66.8,51.5,,27504.8781,7291.997053,105071.0521,165393.0822,1.621986755,203.9,587.9,1559.4,62.029,28.053,26934,106.5979,68.4205,123.5514,0.148481433,91.11,100.5,3.46833498,15.12917838,8.97,8.84,7.82,7.9,8.17,7.96,7.65,7.72,8.65,-0.13,-1.15,-1.07,-0.8,-1.01,-1.32,-1.25,-0.32,,4.3098,357.7434,2.3973,1.0743,38.9,38.8,34.7,35.1,3.35,49.9,82.2,37.7,58,36.2,32.6,40.8,43,33.5,37.7,39.3,38,21.808,59.547,24.698,16.515,3.4,4.51,3.15,,467.5,9412,27846,112.0894,18.0997
1/1/1970,3823.6,3527.5,29.236,369957.138,31566.74801,39.2536,39.8381,38.414,51.5514,38.3659,58.0472,16.6725,37.6692,21.583,61.4964,36.5014,44.8327,55.2501,48.1,82.1089,71,0.022180569,81981,78780,3.9,7.9,1800,933,431,288,143,248517.0238,71176,22726,608,3615,18424,11218,7206,48450,14096,3408.5,7425,3485,12496,40,3.3,40.4,46.3,1085,146,240,476,223,1062,150,216,407,289,48.7,45.8,57.9,50.2,,26422.32733,8224.328464,104423.425,165539.2064,1.642649007,206.2,589.6,1555.7,62.218,28.854,27894,106.2979,68.9435,124.1098,0.148314771,90.31,99.4,3.502746097,15.02672844,8.98,8.78,7.87,7.78,8.1,8.17,7.79,7.91,8.86,-0.2,-1.11,-1.2,-0.88,-0.81,-1.19,-1.07,-0.12,,4.3148,357.8074,2.4004,1.073,39.1,39,35,35.1,3.35,51.9,80.6,37.9,58.2,36.6,32.8,41,43,33.8,37.9,39.4,38.2,21.885,59.532,24.799,16.586,3.41,4.54,3.16,,469,9293,27612,110.6784,16.2759
2/1/1970,3831.1,3532.1,29.363,370285.961,31714.00903,39.2278,39.9452,38.6126,52.0603,38.9253,58.5087,16.7432,37.4575,21.2533,61.6941,36.5299,44.5687,55.1651,45.9,81.9125,71,0.02056183,82151,78698,4.2,8,1950,1048,470,309,161,258435.2478,71304,22747,606.6,3703,18361,11170,7191,48557,14117,3412,7441.8,3497,12518,40,3.2,40.2,43.3,1305,235,231,531,308,1118,192,240,401,285,47.4,45.8,57.7,48.6,,26251.15075,7720.869502,103665.1577,166493.8843,1.642649007,205,586.3,1538.8,62.405,27.91,26830,105.6953,69.2433,124.3886,0.147765027,87.16,95.73,3.633168885,14.5081829,8.98,8.55,7.13,7.22,7.59,7.82,7.24,7.93,8.78,-0.43,-1.85,-1.76,-1.39,-1.16,-1.74,-1.05,-0.2,,4.2998,357.7818,2.4047,1.0732,39,38.9,35,35.2,3.35,51.6,74.5,38.1,58.5,36.7,33,41.2,43,34,38.1,39.6,38.4,21.973,59.62,24.907,16.66,3.43,4.56,3.17,78.1,462.8,9207,27508,109.0177,17.6779
3/1/1970,3843.9,3543.2,29.215,365959.049,31417.41289,39.1768,39.9238,38.5098,51.9979,39.2951,58.1877,16.777,37.3694,21.2445,60.986,36.4255,44.6601,55.9501,47.3,81.4199,67,0.018431912,82498,78863,4.4,8.3,1978,1133,534,353,181,265969.076,71452,22738,605.7,3697,18360,11189,7171,48714,14145,3415.6,7465.1,3512,12603,39.9,3.1,40.1,44.8,1319,250,280,520,270,1132,177,258,410,287,46.9,45.2,49.3,51.4,,25620.05469,6952.861502,102642.6891,167185.5388,1.663311258,205.7,587.3,1533.4,62.53,27.517,26619,105.4128,69.4233,124.3719,0.146890162,88.65,96.95,3.575860124,14.7765951,7.76,8.33,6.63,6.58,6.97,7.21,7.07,7.84,8.63,0.57,-1.13,-1.18,-0.79,-0.55,-0.69,0.08,0.87,,4.31,357.6154,2.4058,1.0728,39.1,39,34.9,35.6,3.35,52.7,67.8,38.3,58.5,36.6,33.2,41.2,43.2,34.4,38.3,39.7,38.6,22.027,59.715,24.902,16.737,3.45,4.6,3.19,,460.2,9144,27330,110.4947,17.4539
4/1/1970,3890.9,3531,29.238,364109.419,31789.71364,39.0761,39.9373,38.5,52.2085,39.277,58.5254,16.7693,37.1111,20.8493,61.4344,36.2958,45.1677,55.5581,45.5,80.8741,65,0.017118778,82727,78930,4.6,8.2,2139,1106,602,400,202,327122.1873,71348,22552,602.9,3669,18207,11063,7144,48796,14121,3416.3,7447.2,3519,12705,39.7,3,39.8,40.7,1264,211,265,533,256,1224,181,235,466,342,45,45.7,48.7,44.3,,25071.72533,6556.620652,101364.6033,168510.3979,1.68397351,206.7,588.4,1528.3,63.059,28.123,27277,105.6766,69.5445,124.3412,0.144347806,85.95,94.01,3.692065154,14.32004741,8.1,8.06,6.51,6.6,7.06,7.5,7.39,7.83,8.7,-0.04,-1.59,-1.5,-1.04,-0.6,-0.71,-0.27,0.6,,4.3022,358.0892,2.4061,1.0729,39.1,39,35.1,35.5,3.35,54.6,75.1,38.5,58.7,37.1,33.5,41.4,43.4,34.6,38.6,40,38.8,22.139,59.766,25.071,16.821,3.47,4.66,3.19,,458.1,9187,27361,112.4359,18.3914
5/1/1970,3864.6,3534.7,29.44,368064.183,32243.9413,39.0306,39.9494,38.5207,52.4919,39.3158,58.9437,16.7523,36.9881,20.7311,61.1052,36.2111,45.9538,54.8338,45.2,80.4314,61,0.015565195,82483,78564,4.8,8.6,2109,1241,591,360,231,308725.4239,71123,22336,601.8,3634,18029,10944,7085,48787,14128,3418.6,7453.1,3525,12668,39.6,3,39.8,40.8,1290,187,258,573,272,1328,200,259,528,341,47.2,45.3,67.2,40.4,,25867.41425,6878.274989,100307.798,168461.6899,1.663311258,207.2,591.5,1532.4,63.458,27.876,26909,106.0118,69.5922,124.3961,0.144933124,76.06,83.16,4.176531686,12.7432174,7.94,8.23,6.84,7.02,7.75,7.97,7.91,8.11,8.98,0.29,-1.1,-0.92,-0.19,0.03,-0.03,0.17,1.04,,4.3105,358.9118,2.4037,1.073,39.1,38.9,35.2,35,3.35,54.1,78.3,38.6,58.8,37.2,33.7,41.5,43.8,34.8,38.7,40.1,38.9,22.209,59.866,25.124,16.894,3.49,4.64,3.22,75.4,457.3,9197,27348,112.2189,37.6526
6/1/1970,3858.6,3528,29.54,369538.333,32449.27709,38.9043,39.8558,38.4387,52.6233,40.0785,58.6951,16.6506,36.8216,20.7086,60.6615,36.1019,45.3058,55.1948,49.7,79.9375,60,0.014738394,82484,78413,4.9,8.6,2100,1290,657,433,224,296324.1148,71029,22241,604.9,3636,17930,10843,7087,48788,14139,3414.5,7453.6,3528,12667,39.6,2.9,39.8,41.4,1385,189,305,588,303,1322,217,298,494,313,51.1,53.2,66.1,45.3,,26359.31178,6515.831152,99678.29303,169523.5256,1.663311258,207.6,595.2,1534,63.724,27.563,26682,106.8358,69.472,124.9053,0.145373953,75.59,82.96,4.206905675,12.71085821,7.6,8.21,6.68,6.86,7.55,7.85,7.84,8.48,9.25,0.61,-0.92,-0.74,-0.05,0.25,0.24,0.88,1.65,,4.3157,358.886,2.3977,1.0387,39.2,39,35.3,35,3.35,53.3,73.8,38.8,59,37.4,33.9,41.6,44.1,35,38.9,40.3,39.1,22.267,59.938,25.146,16.965,3.51,4.7,3.24,,458,9250,27543,112.4839,23.776
7/1/1970,3888.5,3554.8,29.533,369932.699,32720.98404,38.9998,39.8905,38.3977,52.7496,40.15,58.8508,16.6073,37.0066,20.7338,61.7565,36.214,46.0456,54.2596,54.5,79.9348,58,0.013892216,82901,78726,5,8.9,2132,1329,662,428,234,284227.2921,71053,22195,604.7,3645,17877,10775,7102,48858,14176,3432.3,7462.9,3534,12697,39.7,3,40,40.6,1517,241,317,636,324,1324,226,309,480,309,49.5,52.5,49.8,45.4,,26055.52038,7065.906685,98817.01581,170770.4518,1.663311258,208,599.1,1540.1,64.074,28.145,26785,107.677,69.6762,125.434,0.144342923,75.72,83,4.204080824,12.78766765,7.21,8.29,6.45,6.51,7.1,7.59,7.46,8.44,9.4,1.08,-0.76,-0.7,-0.11,0.38,0.25,1.23,2.19,,4.3039,359.3761,2.3906,1.0323,39.2,39,35.5,35.1,3.31,52.5,72.4,38.9,59.1,37.6,34.1,41.7,44.2,35.2,39.1,40.4,39.2,22.348,60.117,25.23,17.034,3.53,4.76,3.25,,459.5,8988,27237,113.8096,21.3723
8/1/1970,3899.7,3563.1,29.657,369761.622,32710.61355,38.9303,39.4638,37.938,51.852,38.9272,58.1722,16.5617,37.4543,21.11,60.8047,35.9679,46.4125,55.1597,49.7,79.1439,57,0.013392857,82880,78624,5.1,8.8,2182,1348,705,454,251,287878.3781,70933,22105,609.9,3649,17779,10719,7060,48828,14165,3419.3,7460.5,3538,12711,39.5,2.9,39.8,40.1,1399,184,278,622,314,1394,221,311,513,349,47.3,51.8,46.1,43.8,,25889.98698,6994.816415,97846.05212,171803.0627,1.673642384,209.9,604.9,1551,64.539,28.372,27534,108.5407,69.8874,125.6422,0.143788281,77.92,85.4,4.089668891,13.29771633,6.61,7.9,6.41,6.55,6.98,7.57,7.53,8.13,9.44,1.29,-0.2,-0.06,0.37,0.96,0.92,1.52,2.83,,4.3016,358.2303,2.3877,1.0216,39.2,39,35.5,34.7,3.31,51.6,68.6,39,59.3,37.5,34.3,41.8,44.3,35.4,39.2,40.5,39.3,22.407,60.281,25.251,17.099,3.55,4.83,3.26,77.6,462.9,9151,27452,116.6634,21.3772
9/1/1970,3906.2,3562.6,29.803,369119.528,32812.24439,38.6619,39.1945,37.5739,51.6548,37.8907,58.4818,16.2082,37.196,20.6524,61.4613,35.6651,46.8882,56.3236,45.1,78.2338,56,0.012567325,82954,78498,5.4,8.9,2235,1448,788,507,281,319589.3113,70948,21988,610.9,3618,17692,10657,7035,48960,14173,3422,7478.9,3548,12741,39.2,2.7,39.6,39.5,1534,229,274,667,364,1426,208,287,549,382,44.1,44.2,46.5,47.2,,25995.32642,6811.846376,97149.7815,172407.0426,1.68397351,211.8,611.2,1559.2,65.164,28.79,28190,109.5289,70.1578,126.1642,0.143498863,82.58,90.66,3.862920804,14.17784577,6.29,7.32,6.12,6.46,6.73,7.29,7.39,8.09,9.39,1.03,-0.17,0.17,0.44,1,1.1,1.8,3.1,,4.3068,357.9739,2.3853,1.016,39.6,39.4,35.6,35.5,3.31,51.1,70.6,39.2,59.6,37.7,34.5,42,44.4,35.6,39.4,40.6,39.5,22.508,60.493,25.369,17.178,3.57,4.82,3.29,,466.9,9218,27525,119.0621,17.5699
10/1/1970,3887.4,3537,29.623,365279.185,33082.9143,37.8886,38.5788,36.8832,51.0193,35.6225,58.8356,15.6779,36.2141,19.4956,61.6963,34.8681,47.6673,55.7501,44.1,76.2483,53,0.011544326,83276,78685,5.5,8.7,2386,1470,771,512,259,333085.5397,70519,21477,611.4,3626,17173,10171,7002,49042,14179,3422.1,7495.7,3556,12793,39.2,2.7,39.5,37.6,1580,242,321,641,377,1564,249,322,569,424,42.4,44.7,39,45.7,,23949.67227,6530.981538,95809.699,172660.3245,1.694304636,212.9,616.4,1564.5,65.466,28.647,28185,109.774,70.4831,126.2772,0.143611054,84.37,92.85,3.76120659,14.59188548,6.2,6.85,5.91,6.21,6.43,7.12,7.33,8.03,9.33,0.65,-0.29,0.01,0.23,0.92,1.13,1.83,3.13,,4.3309,357.8074,2.3874,1.0216,39.6,39.3,35.8,35.5,3.31,50.4,67.8,39.4,59.8,38.1,34.6,42.2,44.9,35.8,39.7,40.8,39.7,22.619,60.89,25.473,17.265,3.57,4.86,3.26,,469.9,9220,27540,121.9163,17.557
11/1/1970,3881.9,3534,29.428,359148.188,32350.75739,37.6591,38.3458,36.6434,50.6788,35.7387,58.2367,15.5908,35.9974,19.1896,61.4007,34.6549,45.79,56.519,38.5,75.5482,53,0.010820743,83548,78650,5.9,9.3,2338,1713,871,539,332,325049.0086,70409,21345,612,3643,17024,10044,6980,49064,14153,3418.7,7466.6,3568,12830,39.2,2.6,39.5,33.8,1647,247,346,725,329,1502,265,330,564,343,39.7,43.3,37.8,46.3,,24339.05196,6963.35023,95369.04554,173429.9118,1.735629139,213.7,621.1,1568.4,65.743,28.667,28252,110.1744,70.7558,125.8925,0.142816222,84.28,92.58,3.745455624,14.69319589,5.6,6.3,5.28,5.42,5.51,6.47,6.84,8.05,9.38,0.7,-0.32,-0.18,-0.09,0.87,1.24,2.45,3.78,,4.3187,357.705,2.3903,1.0203,39.8,39.5,35.9,35.1,3.31,48.7,68.1,39.6,60.1,38.5,34.8,42.3,45.2,36,39.9,41,39.9,22.708,61.335,25.494,17.354,3.58,4.9,3.26,72.4,472.4,9176,27464,124.957,16.5581
12/1/1970,3893.2,3540.9,29.701,370545.91,33298.62058,38.5239,39.2373,37.6893,52.8622,39.8977,59.196,15.7898,36.8121,20.2441,61.1859,35.568,46.2348,57.4189,46.8,77.2997,53,0.010441292,83670,78594,6.1,9.8,2369,1586,1102,719,383,307005.2432,70790,21673,611.2,3688,17309,10336,6973,49117,14150,3417.5,7514,3579,12845,39.4,2.5,39.5,41.4,1893,240,377,863,413,1767,314,350,669,434,45.4,51.2,37.5,44.4,,27059.06657,7664.929617,95772.50098,173663.7105,1.68397351,214.4,626.5,1574.1,66.215,29.246,28914,111.3578,71.3438,126.5901,0.142556419,90.05,98.72,3.486951694,15.83551091,4.9,5.73,4.87,4.89,5,5.95,6.39,7.64,9.12,0.83,-0.03,-0.01,0.1,1.05,1.49,2.74,4.22,,4.3128,357.6666,2.3906,1.0175,39.8,39.4,35.9,34.5,3.56,47.1,64.5,39.8,60.3,38.9,35.1,42.5,45.4,36.2,40.1,41.1,40.1,22.809,61.675,25.558,17.448,3.63,4.89,3.32,,475.3,9042,27580,129.2977,13.355
1/1/1971,3929.6,3577.8,30.108,374176.295,34096.1116,38.8203,39.3825,37.8369,53.6519,41.4846,59.4969,15.4444,37.3259,20.7487,61.2044,35.8691,46.5503,57.5898,50.5,77.734,51,0.01022864,83850,78864,5.9,10.5,2302,1626,1113,683,430,298473.9475,70866,21594,605.2,3643,17280,10318,6962,49272,14205,3406.4,7556.4,3591,12878,39.6,2.8,39.9,40,1828,235,347,773,473,1643,264,366,635,378,47.9,55.4,39.8,47.4,,27894.25778,7456.320464,96716.7584,174472.2643,1.663311258,215.5,632.9,1586.2,66.652,30.439,30074,111.5479,71.7341,126.9951,0.141388444,93.49,102.2,3.347951653,16.67799633,4.14,5.11,4.44,4.47,4.57,5.89,6.24,7.36,8.74,0.97,0.3,0.33,0.43,1.75,2.1,3.22,4.6,,4.3053,358.02,2.4058,1.0118,39.9,39.5,36,34.8,3.56,46.3,65.1,39.9,60.4,39.2,35.2,42.5,45.4,36.4,40.3,41.2,40.1,22.857,62.008,25.513,17.516,3.66,4.96,3.36,,479.1,9007,27369,132.3239,14.3142
2/1/1971,3937.4,3581.3,30.164,376265.877,34444.56022,38.7463,39.4171,37.7849,53.6218,42.424,58.8952,15.5304,37.1047,20.6228,61.2187,35.8862,46.7192,57.982,60,77.5719,52,0.010605752,83603,78700,5.9,10.4,2178,1633,1068,620,448,283681.2225,70806,21514,600.5,3633,17216,10269,6947,49292,14223,3407.9,7554.9,3599,12877,39.4,2.8,39.7,47.7,1741,235,319,742,445,1588,202,308,632,446,54.8,62.8,44.2,48,,28417.19282,7952.786941,97723.96631,175378.2341,1.652980133,217.4,641,1606.5,67.259,29.9,29568,111.8951,72.1652,127.7001,0.141480279,97.11,106.6,3.212851406,17.50762379,3.72,4.47,3.7,3.78,3.89,5.56,6.11,7.08,8.39,0.75,-0.02,0.06,0.17,1.84,2.39,3.36,4.67,,4.2981,357.545,2.4178,1.0075,40.1,39.7,36.1,35.9,3.56,45.4,64.6,39.9,60.6,39.4,35.4,42.6,45.4,36.5,40.3,41.3,40.2,22.924,62.208,25.533,17.59,3.69,5,3.39,78.1,483.5,9066,27286,133.6449,14.3354
3/1/1971,3948.5,3590.3,30.179,377826.676,34492.26449,38.7043,39.3013,37.716,53.7748,42.4733,59.1085,15.3746,37.1756,20.6912,61.2311,35.8115,47.8285,58.1084,54.4,77.2123,52,0.010427111,83575,78588,6,10.6,2144,1637,1098,645,453,294238.4763,70859,21491,598.9,3674,17154,10221,6933,49368,14229,3404.9,7569.4,3607,12908,39.6,2.8,39.8,44.3,1910,215,423,818,454,1759,273,395,659,432,51.2,56.2,45,51.2,,27863.22027,7743.012373,97576.12803,176693.3517,1.652980133,218.8,649.9,1624.8,67.657,29.68,29362,111.9877,72.8177,128.4387,0.141421163,99.6,109.6,3.12248996,18.12238164,3.71,4.19,3.38,3.5,3.69,5,5.7,7.21,8.46,0.48,-0.33,-0.21,-0.02,1.29,1.99,3.5,4.75,,4.3003,357.5187,2.4187,1.0064,40.2,39.8,36.3,35.4,3.56,45.4,67,40,60.6,39.4,35.6,42.7,45.4,36.5,40.3,41.6,40.3,23.001,62.288,25.605,17.665,3.71,5.03,3.39,,488.2,9140,27218,135.3973,13.5001
4/1/1971,3961.5,3602.7,30.36,379881.821,35133.16105,38.9217,39.5002,37.8534,54.2151,42.748,59.6386,15.2829,37.4214,20.718,62.4696,35.9995,47.7599,58.3441,58.1,77.4195,52,0.010485985,83946,78987,5.9,10.9,2206,1575,1149,695,454,286935.7142,71037,21552,599.2,3735,17149,10211,6938,49485,14265,3407.3,7600.5,3620,12945,39.6,2.8,39.9,45.7,1986,235,452,821,478,1745,251,400,655,439,54.5,59.6,48.9,55.5,,27165.34654,7596.170176,96986.68249,177755.1874,1.652980133,220,658.4,1641.9,67.938,29.91,29756,112.1496,73.5507,129.5326,0.141612113,103,113.7,3.016184466,18.8876751,4.15,4.57,3.86,4.03,4.3,5.65,5.83,7.25,8.45,0.42,-0.29,-0.12,0.15,1.5,1.68,3.1,4.3,,4.2987,357.5032,2.4179,1.0077,40.3,40,36.3,36,3.56,46.7,70.8,40.1,60.7,39.4,35.8,42.9,45.6,36.6,40.4,41.8,40.4,23.09,62.473,25.712,17.735,3.73,5.07,3.41,,492.6,9283,27330,137.401,12.0573
5/1/1971,3975.1,3616,30.338,381737.005,34926.78821,39.1192,39.5294,37.8519,54.2621,43.4121,59.3211,15.1781,37.8621,21.1543,62.7204,36.242,48.1181,55.9372,58.9,77.7423,53,0.010608487,84135,79139,5.9,11.2,2229,1566,1173,665,508,292451.7769,71247,21645,599.9,3750,17225,10263,6962,49602,14299,3419.5,7623.1,3632,12970,39.6,2.9,40,47.4,2049,270,389,877,513,1972,342,430,720,480,54.2,57,49.4,55.1,,26838.9824,7380.568537,95651.36897,178817.023,1.642649007,222,666.7,1654.3,68.574,30.327,30043,113.0615,74.296,130.1989,0.141259521,101.6,112.4,3.054458661,18.70208982,4.63,5.06,4.14,4.36,5.04,6.28,6.39,7.53,8.62,0.43,-0.49,-0.27,0.41,1.65,1.76,2.9,3.99,,4.1242,357.413,2.4187,1.0087,40.5,40.1,36.5,36,3.56,46.1,71.6,40.3,61.1,39.4,36,43.1,46,36.7,40.6,42,40.6,23.187,62.609,25.809,17.823,3.76,5.13,3.43,80.2,497.7,9396,27437,135.9675,14.1451
6/1/1971,4047.8,3615.3,30.583,386979.29,35582.20346,39.2832,39.69,38.0174,54.6648,43.7559,59.7512,15.2537,38.0322,21.0068,64.2912,36.3332,48.2501,57.6139,55.4,77.7399,55,0.011113356,83706,78757,5.9,11.6,2180,1606,1167,626,541,295812.9929,71253,21568,599,3759,17139,10212,6927,49685,14292,3403.5,7639.7,3652,13008,39.6,2.9,39.9,47.5,2026,254,409,884,479,1903,293,420,716,474,53.8,57.9,47.9,59,,27540.61826,8537.824901,94460.07855,179313.8452,1.621986755,223.5,673,1661.7,68.972,30.094,29601,114.1265,75.0391,131.0291,0.138993423,99.72,110.3,3.108704372,18.36539914,4.91,5.38,4.75,4.97,5.64,6.53,6.52,7.64,8.75,0.47,-0.16,0.06,0.73,1.62,1.61,2.73,3.84,,4.0938,357.4118,2.4188,1.0213,40.6,40.3,36.7,36.2,3.56,46.1,78.1,40.5,61.2,39.6,36.2,43.2,46.3,37,40.8,42.2,40.8,23.289,62.749,25.929,17.91,3.78,5.16,3.45,,501.7,9564,27600,137.0142,16.883
7/1/1971,3998.7,3621.5,30.452,382522.404,35691.09365,39.1692,40.1392,38.3754,55.5107,44.5752,60.5937,15.2787,37.1145,20.1816,64.0099,36.3948,49.7275,57.6523,56.8,77.6743,54,0.010724926,84340,79305,6,11.5,2210,1549,1251,684,567,291935.3309,71315,21564,580.3,3786,17126,10188,6938,49751,14316,3413.8,7669.2,3658,13011,39.6,2.9,40,49.5,2083,287,416,856,524,2069,333,435,790,511,54.4,57.8,47.4,58.9,,27207.67041,6902.748688,93707.534,180024.9829,1.642649007,224.9,679.6,1673.9,69.533,30.566,29743,114.3772,76.2853,132.0072,0.141320201,99,109.1,3.127949495,18.31620715,5.31,5.75,5.4,5.63,6.04,6.85,6.73,7.64,8.76,0.44,0.09,0.32,0.73,1.54,1.42,2.33,3.45,,4.0946,357.4043,2.4185,1.0213,40.4,40.1,36.9,35.9,3.56,46.1,72.6,40.6,61.3,39.6,36.4,43.3,46.3,37.1,40.9,42.3,40.9,23.36,62.895,25.948,17.996,3.8,5.19,3.46,,505.6,9763,27947,139.2544,13.8336
